checked,result_type,id,citation_id,site_id,treatment_id,sitename,city,lat,lon,scientificname,commonname,genus,species_id,cultivar_id,author,citation_year,treatment,date,time,raw_date,month,year,dateloc,trait,trait_description,mean,units,n,statname,stat,notes,access_level,cultivar,entity,method_name
1,traits,22124,18,76,743,EBI Energy farm,Urbana,40.0637,-88.202,Panicum virgatum,switchgrass,Panicum,938,10,Heaton,2008,observational - PAVI2,"Week of Jun 14, 2005",Time Level of Confidence Unknown,2005-06-14T19:00:00.000-05:00,6,2005,5.5,LAI,Leaf Area Index,5.542,m2 m-2,18,SE,0.275,,4,Cave-In-Rock,NA,NA
1,traits,22125,18,76,743,EBI Energy farm,Urbana,40.0637,-88.202,Panicum virgatum,switchgrass,Panicum,938,10,Heaton,2008,observational - PAVI2,"Week of Jun 25, 2005",Time Level of Confidence Unknown,2005-06-25T19:00:00.000-05:00,6,2005,5.5,LAI,Leaf Area Index,6.011,m2 m-2,18,SE,0.275,,4,Cave-In-Rock,NA,NA
1,traits,22126,18,76,743,EBI Energy farm,Urbana,40.0637,-88.202,Panicum virgatum,switchgrass,Panicum,938,10,Heaton,2008,observational - PAVI2,"Week of Jul 3, 2005",Time Level of Confidence Unknown,2005-07-03T19:00:00.000-05:00,7,2005,5.5,LAI,Leaf Area Index,5.902,m2 m-2,18,SE,0.275,,4,Cave-In-Rock,NA,NA
1,traits,22127,18,76,743,EBI Energy farm,Urbana,40.0637,-88.202,Panicum virgatum,switchgrass,Panicum,938,10,Heaton,2008,observational - PAVI2,"Week of Jul 16, 2005",Time Level of Confidence Unknown,2005-07-16T19:00:00.000-05:00,7,2005,5.5,LAI,Leaf Area Index,6.317,m2 m-2,18,SE,0.275,,4,Cave-In-Rock,NA,NA
1,traits,22128,18,76,743,EBI Energy farm,Urbana,40.0637,-88.202,Panicum virgatum,switchgrass,Panicum,938,10,Heaton,2008,observational - PAVI2,2005 Aug 13,Time Level of Confidence Unknown,2005-08-13T19:00:00.000-05:00,8,2005,5.0,LAI,Leaf Area Index,6.679,m2 m-2,18,SE,0.303,,4,Cave-In-Rock,NA,NA
1,traits,22129,18,76,743,EBI Energy farm,Urbana,40.0637,-88.202,Panicum virgatum,switchgrass,Panicum,938,10,Heaton,2008,observational - PAVI2,"Week of Aug 23, 2005",Time Level of Confidence Unknown,2005-08-23T19:00:00.000-05:00,8,2005,5.5,LAI,Leaf Area Index,5.39,m2 m-2,18,SE,0.303,,4,Cave-In-Rock,NA,NA
1,traits,22130,18,76,743,EBI Energy farm,Urbana,40.0637,-88.202,Panicum virgatum,switchgrass,Panicum,938,10,Heaton,2008,observational - PAVI2,"Week of Aug 29, 2005",Time Level of Confidence Unknown,2005-08-29T19:00:00.000-05:00,8,2005,5.5,LAI,Leaf Area Index,6.3,m2 m-2,18,SE,0.275,,4,Cave-In-Rock,NA,NA
1,traits,132,45,99,89,Konza Prairie Research Natural Area,Konza,39.01,-96.58,Panicum virgatum,switchgrass,Panicum,938,51,Knapp,1985,burned,"Week of Jun 2, 1983",Time Level of Confidence Unknown,1983-06-02T19:00:00.000-05:00,6,1983,5.5,SLA,Specific Leaf Area,18.6,m2 kg-1,10,SE,0.48,,4,Unknown,NA,NA
1,traits,133,45,99,553,Konza Prairie Research Natural Area,Konza,39.01,-96.58,Panicum virgatum,switchgrass,Panicum,938,51,Knapp,1985,unburned,"Week of Jun 2, 1983",Time Level of Confidence Unknown,1983-06-02T19:00:00.000-05:00,6,1983,5.5,SLA,Specific Leaf Area,19.5,m2 kg-1,10,SE,1.05,,4,Unknown,NA,NA
1,traits,134,45,99,89,Konza Prairie Research Natural Area,Konza,39.01,-96.58,Panicum virgatum,switchgrass,Panicum,938,51,Knapp,1985,burned,"Week of Jun 2, 1983",Time Level of Confidence Unknown,1983-06-02T19:00:00.000-05:00,6,1983,5.5,leafTh,Leaf Thickness,275,um,5,SE,7,,4,Unknown,NA,NA
1,traits,135,45,99,553,Konza Prairie Research Natural Area,Konza,39.01,-96.58,Panicum virgatum,switchgrass,Panicum,938,51,Knapp,1985,unburned,"Week of Jun 2, 1983",Time Level of Confidence Unknown,1983-06-02T19:00:00.000-05:00,6,1983,5.5,leafTh,Leaf Thickness,186,um,5,SE,6,,4,Unknown,NA,NA
1,traits,136,45,99,89,Konza Prairie Research Natural Area,Konza,39.01,-96.58,Panicum virgatum,switchgrass,Panicum,938,51,Knapp,1985,burned,"Week of Jun 2, 1983",Time Level of Confidence Unknown,1983-06-02T19:00:00.000-05:00,6,1983,5.5,leaf_width,Leaf Width,10.24,mm,5,SE,0.27,,4,Unknown,NA,NA
1,traits,137,45,99,553,Konza Prairie Research Natural Area,Konza,39.01,-96.58,Panicum virgatum,switchgrass,Panicum,938,51,Knapp,1985,unburned,"Week of Jun 2, 1983",Time Level of Confidence Unknown,1983-06-02T19:00:00.000-05:00,6,1983,5.5,leaf_width,Leaf Width,5.87,mm,5,SE,0.23,,4,Unknown,NA,NA
1,traits,201,15,96,655,Nebraska National Forest,Halsey,41.86,-100.37,Panicum virgatum,switchgrass,Panicum,938,51,Eggemeyer,2006,unmanaged,August 2003,Unrecognized Value for Time Level of Confidence (America/Chicago),2003-08-14T19:00:00.000-05:00,8,2003,6.0,PN,Photosynthetic rate at ambient CO2(370ppm),5.6,umol CO2 m-2 s-1,5,SE,1,,4,Unknown,NA,NA
1,traits,203,15,96,655,Nebraska National Forest,Halsey,41.86,-100.37,Panicum virgatum,switchgrass,Panicum,938,51,Eggemeyer,2006,unmanaged,August 2003,Unrecognized Value for Time Level of Confidence (America/Chicago),2003-08-14T19:00:00.000-05:00,8,2003,6.0,PN,Photosynthetic rate at ambient CO2(370ppm),2,umol CO2 m-2 s-1,5,SE,1,,4,Unknown,NA,NA
1,traits,204,15,96,655,Nebraska National Forest,Halsey,41.86,-100.37,Panicum virgatum,switchgrass,Panicum,938,51,Eggemeyer,2006,unmanaged,August 2003,Unrecognized Value for Time Level of Confidence (America/Chicago),2003-08-14T19:00:00.000-05:00,8,2003,6.0,PN,Photosynthetic rate at ambient CO2(370ppm),2.3,umol CO2 m-2 s-1,5,SE,1,,4,Unknown,NA,NA
1,traits,3766,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,2005-10-14T19:00:00.000-05:00,10,2005,6.0,stem_ash,ash concentration in stem,1.28,percent,4,SE,0.07,,4,Alamo,NA,NA
1,traits,3772,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,2004-08-30T19:00:00.000-05:00,NA,NA,6.5,CelluloseL,cellulose concentration in leaf,33.7,percent,4,SE,2.22,,4,Alamo,NA,NA
1,traits,3773,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,2005-10-14T19:00:00.000-05:00,10,2005,6.0,CelluloseL,cellulose concentration in leaf,31.11,percent,4,SE,1.11,,4,Alamo,NA,NA
1,traits,3781,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,2004-08-30T19:00:00.000-05:00,NA,NA,6.5,CelluloseS,cellulose concentration in stem,47.59,percent,4,SE,4.26,,4,Alamo,NA,NA
1,traits,3782,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,2005-10-14T19:00:00.000-05:00,10,2005,6.0,CelluloseS,cellulose concentration in stem,42.59,percent,4,SE,1.67,,4,Alamo,NA,NA
1,traits,3790,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,2004-08-30T19:00:00.000-05:00,NA,NA,6.5,IVDMDL,in vitro dry matter digestibility in leaf,48.85,percent,4,SE,1.06,,4,Alamo,NA,NA
1,traits,3791,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,2005-10-14T19:00:00.000-05:00,10,2005,6.0,IVDMDL,in vitro dry matter digestibility in leaf,44.87,percent,4,SE,2.12,,4,Alamo,NA,NA
1,traits,3799,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,2004-08-30T19:00:00.000-05:00,NA,NA,6.5,IVDMDS,in vitro dry matter digestibility in stem,35.93,percent,4,SE,1.67,,4,Alamo,NA,NA
1,traits,3800,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,2005-10-14T19:00:00.000-05:00,10,2005,6.0,IVDMDS,in vitro dry matter digestibility in stem,32.96,percent,4,SE,1.3,,4,Alamo,NA,NA
1,traits,3808,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,2004-08-30T19:00:00.000-05:00,NA,NA,6.5,leaf_starch,starch in leaf,3.65,percent,4,SE,0.65,,4,Alamo,NA,NA
1,traits,3809,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,2005-10-14T19:00:00.000-05:00,10,2005,6.0,leaf_starch,starch in leaf,1.29,percent,4,SE,0.15,,4,Alamo,NA,NA
1,traits,3817,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,2004-08-30T19:00:00.000-05:00,NA,NA,6.5,leafN,Leaf Percent Nitrogen,1.25,percent,4,SE,0.03,,4,Alamo,NA,NA
1,traits,3818,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,2005-10-14T19:00:00.000-05:00,10,2005,6.0,leafN,Leaf Percent Nitrogen,1.5,percent,4,SE,0.07,,4,Alamo,NA,NA
1,traits,3826,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,2004-08-30T19:00:00.000-05:00,NA,NA,6.5,stem_starch,starch in stem,6.14,percent,4,SE,1.18,,4,Alamo,NA,NA
1,traits,3827,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,2005-10-14T19:00:00.000-05:00,10,2005,6.0,stem_starch,starch in stem,0.77,percent,4,SE,0.3,,4,Alamo,NA,NA
1,traits,3835,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,2004-08-30T19:00:00.000-05:00,NA,NA,6.5,stemN,nitrogen in stem,0.63,percent,4,SE,0.08,,4,Alamo,NA,NA
1,traits,3836,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,2005-10-14T19:00:00.000-05:00,10,2005,6.0,stemN,nitrogen in stem,0.37,percent,4,SE,0.01,,4,Alamo,NA,NA
1,traits,3844,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,2004-08-30T19:00:00.000-05:00,NA,NA,6.5,TNCL,total nonstructural carbohydrates in leaf,10.28,percent,4,SE,0.65,,4,Alamo,NA,NA
1,traits,3845,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,2005-10-14T19:00:00.000-05:00,10,2005,6.0,TNCL,total nonstructural carbohydrates in leaf,4.81,percent,4,SE,0.19,,4,Alamo,NA,NA
1,traits,3853,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,2004-08-30T19:00:00.000-05:00,NA,NA,6.5,TNCS,total nonstructural carbohydrates in stem,15.69,percent,4,SE,1.66,,4,Alamo,NA,NA
1,traits,3854,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,2005-10-14T19:00:00.000-05:00,10,2005,6.0,TNCS,total nonstructural carbohydrates in stem,7.29,percent,4,SE,0.46,,4,Alamo,NA,NA
1,traits,10871,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,2004-08-30T19:00:00.000-05:00,NA,NA,6.5,leaf_ash,ash concentration in leaf,3.38,percent,4,SE,0.24,,4,Alamo,NA,NA
1,traits,10876,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,2005-10-14T19:00:00.000-05:00,10,2005,6.0,stem_ash,ash concentration in stem,1.28,percent,4,SE,0.07,,4,Alamo,NA,NA
1,traits,10882,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,2004-08-30T19:00:00.000-05:00,NA,NA,6.5,CelluloseL,cellulose concentration in leaf,33.7,percent,4,SE,2.22,,4,Alamo,NA,NA
1,traits,10883,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,2005-10-14T19:00:00.000-05:00,10,2005,6.0,CelluloseL,cellulose concentration in leaf,31.11,percent,4,SE,1.11,,4,Alamo,NA,NA
1,traits,10891,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,2004-08-30T19:00:00.000-05:00,NA,NA,6.5,CelluloseS,cellulose concentration in stem,47.59,percent,4,SE,4.26,,4,Alamo,NA,NA
1,traits,10892,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,2005-10-14T19:00:00.000-05:00,10,2005,6.0,CelluloseS,cellulose concentration in stem,42.59,percent,4,SE,1.67,,4,Alamo,NA,NA
1,traits,10900,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,2004-08-30T19:00:00.000-05:00,NA,NA,6.5,IVDMDL,in vitro dry matter digestibility in leaf,48.85,percent,4,SE,1.06,,4,Alamo,NA,NA
1,traits,10901,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,2005-10-14T19:00:00.000-05:00,10,2005,6.0,IVDMDL,in vitro dry matter digestibility in leaf,44.87,percent,4,SE,2.12,,4,Alamo,NA,NA
1,traits,10909,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,2004-08-30T19:00:00.000-05:00,NA,NA,6.5,IVDMDS,in vitro dry matter digestibility in stem,35.93,percent,4,SE,1.67,,4,Alamo,NA,NA
1,traits,10910,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,2005-10-14T19:00:00.000-05:00,10,2005,6.0,IVDMDS,in vitro dry matter digestibility in stem,32.96,percent,4,SE,1.3,,4,Alamo,NA,NA
1,traits,10918,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,2004-08-30T19:00:00.000-05:00,NA,NA,6.5,leaf_starch,starch in leaf,3.65,percent,4,SE,0.65,,4,Alamo,NA,NA
1,traits,10919,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,2005-10-14T19:00:00.000-05:00,10,2005,6.0,leaf_starch,starch in leaf,1.29,percent,4,SE,0.15,,4,Alamo,NA,NA
1,traits,10927,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,2004-08-30T19:00:00.000-05:00,NA,NA,6.5,leafN,Leaf Percent Nitrogen,1.25,percent,4,SE,0.03,,4,Alamo,NA,NA
1,traits,10928,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,2005-10-14T19:00:00.000-05:00,10,2005,6.0,leafN,Leaf Percent Nitrogen,1.5,percent,4,SE,0.07,,4,Alamo,NA,NA
1,traits,10936,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,2004-08-30T19:00:00.000-05:00,NA,NA,6.5,stem_starch,starch in stem,6.14,percent,4,SE,1.18,,4,Alamo,NA,NA
1,traits,10937,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,2005-10-14T19:00:00.000-05:00,10,2005,6.0,stem_starch,starch in stem,0.77,percent,4,SE,0.3,,4,Alamo,NA,NA
1,traits,10945,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,2004-08-30T19:00:00.000-05:00,NA,NA,6.5,stemN,nitrogen in stem,0.63,percent,4,SE,0.08,,4,Alamo,NA,NA
1,traits,10946,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,2005-10-14T19:00:00.000-05:00,10,2005,6.0,stemN,nitrogen in stem,0.37,percent,4,SE,0.01,,4,Alamo,NA,NA
1,traits,10954,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,2004-08-30T19:00:00.000-05:00,NA,NA,6.5,TNCL,total nonstructural carbohydrates in leaf,10.28,percent,4,SE,0.65,,4,Alamo,NA,NA
1,traits,10955,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,2005-10-14T19:00:00.000-05:00,10,2005,6.0,TNCL,total nonstructural carbohydrates in leaf,4.81,percent,4,SE,0.19,,4,Alamo,NA,NA
1,traits,10963,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,Unrecognized Value for Date Level of Confidence,Time Level of Confidence Unknown,2004-08-30T19:00:00.000-05:00,NA,NA,6.5,TNCS,total nonstructural carbohydrates in stem,15.69,percent,4,SE,1.66,,4,Alamo,NA,NA
1,traits,10964,188,273,662,,Booneville,35.08,-93.98,Panicum virgatum,switchgrass,Panicum,938,3,Burner,2009,observational,October 2005,Time Level of Confidence Unknown,2005-10-14T19:00:00.000-05:00,10,2005,6.0,TNCS,total nonstructural carbohydrates in stem,7.29,percent,4,SE,0.46,,4,Alamo,NA,NA
1,traits,40909,656,76,1472,EBI Energy farm,Urbana,40.0637,-88.202,Panicum virgatum,switchgrass,Panicum,938,NA,LeBauer,2013,observational,[date unspecified or unknown],00:00:00 (America/Chicago),2011-01-01T00:00:00.000-06:00,NA,NA,9.0,stomatal_slope,slope of rel'n between stomatal conductance and A [Leuning 1995],4.35,ratio,1,SE,0.51,,4,NA,NA,NA
1,traits,40910,656,76,1472,EBI Energy farm,Urbana,40.0637,-88.202,Panicum virgatum,switchgrass,Panicum,938,NA,LeBauer,2013,observational,[date unspecified or unknown],00:00:00 (America/Chicago),2011-01-01T00:00:00.000-06:00,NA,NA,9.0,stomatal_slope,slope of rel'n between stomatal conductance and A [Leuning 1995],3.93,ratio,1,SE,0.13,,4,NA,NA,NA
1,traits,40911,656,76,1472,EBI Energy farm,Urbana,40.0637,-88.202,Panicum virgatum,switchgrass,Panicum,938,NA,LeBauer,2013,observational,[date unspecified or unknown],00:00:00 (America/Chicago),2011-01-01T00:00:00.000-06:00,NA,NA,9.0,stomatal_slope,slope of rel'n between stomatal conductance and A [Leuning 1995],3.74,ratio,1,SE,0.21,,4,NA,NA,NA
1,traits,40912,656,76,1472,EBI Energy farm,Urbana,40.0637,-88.202,Panicum virgatum,switchgrass,Panicum,938,NA,LeBauer,2013,observational,[date unspecified or unknown],00:00:00 (America/Chicago),2011-01-01T00:00:00.000-06:00,NA,NA,9.0,stomatal_slope,slope of rel'n between stomatal conductance and A [Leuning 1995],4.36,ratio,1,SE,0.33,,4,NA,NA,NA
1,traits,182,15,96,655,Nebraska National Forest,Halsey,41.86,-100.37,Panicum virgatum,switchgrass,Panicum,938,51,Eggemeyer,2006,unmanaged,2003 Jun 15,Time Level of Confidence Unknown,2003-06-15T19:00:00.000-05:00,6,2003,5.0,stomatal_conductance,,6.66101220741504,kg m-2 s-1,5,SE,0.960295926569001,,4,Unknown,NA,NA
1,traits,183,15,96,655,Nebraska National Forest,Halsey,41.86,-100.37,Panicum virgatum,switchgrass,Panicum,938,51,Eggemeyer,2006,unmanaged,2003 Jul 20,Time Level of Confidence Unknown,2003-07-20T19:00:00.000-05:00,7,2003,5.0,stomatal_conductance,,7.21609655803296,kg m-2 s-1,5,SE,0.649448690222966,,4,Unknown,NA,NA
1,traits,184,15,96,655,Nebraska National Forest,Halsey,41.86,-100.37,Panicum virgatum,switchgrass,Panicum,938,51,Eggemeyer,2006,unmanaged,2003 Aug 18,Time Level of Confidence Unknown,2003-08-18T19:00:00.000-05:00,8,2003,5.0,stomatal_conductance,,2.99745549333677,kg m-2 s-1,5,SE,0.333050610370752,,4,Unknown,NA,NA
1,traits,2,41,92,1,Burning Star #5,Desoto,38.13,-90.55,Panicum virgatum,switchgrass,Panicum,938,51,Skeel,1996,observational,"Week of May 19, 1994",7 PM (America/Chicago),1994-05-19T19:00:00.000-05:00,5,1994,5.5,stomatal_conductance,,10.5466026617405,kg m-2 s-1,5,,NA,,4,Unknown,NA,NA
1,traits,4,41,92,1,Burning Star #5,Desoto,38.13,-90.55,Panicum virgatum,switchgrass,Panicum,938,51,Skeel,1996,observational,1994 Jun 14,7 PM (America/Chicago),1994-06-14T19:00:00.000-05:00,6,1994,5.0,stomatal_conductance,,13.877108765448,kg m-2 s-1,5,,NA,,4,Unknown,NA,NA
